@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 153\nSize of the tree: 305\n','Number of leaves: 157\nSize of the tree: 313\n','Number of leaves: 150\nSize of the tree: 299\n','Number of leaves: 152\nSize of the tree: 303\n','Number of leaves: 151\nSize of the tree: 301\n','Number of leaves: 139\nSize of the tree: 277\n','Number of leaves: 155\nSize of the tree: 309\n','Number of leaves: 156\nSize of the tree: 311\n','Number of leaves: 138\nSize of the tree: 275\n','Number of leaves: 140\nSize of the tree: 279\n','Number of leaves: 131\nSize of the tree: 261\n','Number of leaves: 136\nSize of the tree: 271\n','Number of leaves: 134\nSize of the tree: 267\n','Number of leaves: 143\nSize of the tree: 285\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 73\nSize of the tree: 145\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 19\nSize of the tree: 37\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-U -M 10',-217733168393644444,20180206.0412,1080,120,80,40,0,66.666667,33.333333,0,0.62963,0.077929,0.225852,43.294151,75.283874,398.631371,15131.917884,-14733.286513,3.321928,126.099316,-122.777388,261.946732,2.182889,7885.382365,1,12,0.027778,3,0.972222,105,0,0,0.8,1,0.888889,0.881917,0.990741,0.857143,0.666667,0.037037,0.962963,0.333333,0.673507,0.666667,0.660089,0.629531,0.903356,0.647081,0.660089,0.666667,0.898,0.001,0.890625,0,890.625,0,68197,6854107,797467,85.833333,22.5,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,87,33,0,72.5,27.5,0,0.694444,0.067903,0.211188,37.723622,70.396118,398.631371,17250.547329,-16851.915958,3.321928,143.754561,-140.432633,281.464269,2.345536,8472.918754,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.988812,0.848274,0.725,0.030556,0.969444,0.275,0.739542,0.725,0.726995,0.699716,0.896875,0.684921,0.726995,0.725,1.068,0,1.0625,0,1062.5,0,68197,6854107,797467,85.833333,20.666667,'Number of leaves: 39\nSize of the tree: 77\n',77,39,39
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,87,33,0,72.5,27.5,0,0.694444,0.067968,0.202519,37.759851,67.506207,398.631371,7616.624033,-7217.992661,3.321928,63.471867,-60.149939,285.44318,2.378693,8592.695933,0.75,9,0.027778,3,0.972222,105,0.25,3,0.75,0.75,0.75,0.722222,0.862269,0.663636,0.725,0.030556,0.969444,0.275,0.730436,0.725,0.7185,0.693913,0.93125,0.718913,0.7185,0.725,1.074,0.001,1.0625,0,1062.5,0,63409,6854107,797467,94.166667,25.166667,'Number of leaves: 32\nSize of the tree: 63\n',63,32,32
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,82,38,0,68.333333,31.666667,0,0.648148,0.072233,0.219435,40.129538,73.145002,398.631371,11914.259712,-11515.628341,3.321928,99.285498,-95.96357,270.640181,2.255335,8147.081243,0.583333,7,0.009259,1,0.990741,107,0.416667,5,0.875,0.583333,0.7,0.690425,0.886188,0.69375,0.683333,0.035185,0.964815,0.316667,0.711466,0.683333,0.681944,0.656518,0.912114,0.666181,0.681944,0.683333,1.01,0,1.015625,0,1015.625,0,64093,6854107,797467,88.333333,22.666667,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,88,32,0,73.333333,26.666667,0,0.703704,0.065957,0.205252,36.642961,68.417205,398.631371,5484.746149,-5086.114778,3.321928,45.706218,-42.38429,283.180735,2.359839,8524.589556,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.984182,0.830324,0.733333,0.02963,0.97037,0.266667,0.73152,0.733333,0.724299,0.69988,0.935532,0.710441,0.724299,0.733333,1.018,0.001,1,0.015625,1000,15.625,66145,6854107,797467,93.333333,22.5,'Number of leaves: 36\nSize of the tree: 71\n',71,36,36
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.069898,0.209109,38.832197,69.703149,398.631371,8702.726555,-8304.095183,3.321928,72.522721,-69.200793,277.049221,2.308744,8340.012582,0.916667,11,0.018519,2,0.981481,106,0.083333,1,0.846154,0.916667,0.88,0.866936,0.98804,0.828273,0.691667,0.034259,0.965741,0.308333,0.684332,0.691667,0.682461,0.651962,0.918017,0.675194,0.682461,0.691667,0.996,0,0.96875,0,968.75,0,64093,6854107,797467,88.333333,23.25,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,82,38,0,68.333333,31.666667,0,0.648148,0.073916,0.220312,41.064722,73.437393,398.631371,8710.80959,-8312.178218,3.321928,72.59008,-69.268152,268.895503,2.240796,8094.561204,0.833333,10,0.055556,6,0.944444,102,0.166667,2,0.625,0.833333,0.714286,0.686406,0.978395,0.746289,0.683333,0.035185,0.964815,0.316667,0.680832,0.683333,0.672829,0.64367,0.912346,0.663913,0.672829,0.683333,0.884,0,0.859375,0,859.375,0,64093,6854107,797467,90,22.916667,'Number of leaves: 33\nSize of the tree: 65\n',65,33,33
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,85,35,0,70.833333,29.166667,0,0.675926,0.066186,0.198535,36.77018,66.178173,398.631371,4405.791559,-4007.160188,3.321928,36.71493,-33.393002,286.628892,2.388574,8628.389406,0.5,6,0.009259,1,0.990741,107,0.5,6,0.857143,0.5,0.631579,0.628154,0.977623,0.793783,0.708333,0.032407,0.967593,0.291667,0.73363,0.708333,0.712111,0.685098,0.944097,0.760835,0.712111,0.708333,0.928,0,0.921875,0,921.875,0,63409,6854107,797467,94.166667,23.333333,'Number of leaves: 32\nSize of the tree: 63\n',63,32,32
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.075457,0.225278,41.920344,75.092775,398.631371,8717.879074,-8319.247703,3.321928,72.648992,-69.327064,260.429005,2.170242,7839.694221,0.583333,7,0.027778,3,0.972222,105,0.416667,5,0.7,0.583333,0.636364,0.603023,0.880015,0.651825,0.658333,0.037963,0.962037,0.341667,0.672581,0.658333,0.652731,0.622497,0.919367,0.651468,0.652731,0.658333,0.909,0.001,0.90625,0,906.25,0,65461,6854107,797467,89.166667,22,'Number of leaves: 35\nSize of the tree: 69\n',69,35,35
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.076452,0.23057,42.473257,76.856592,398.631371,18348.801396,-17950.170024,3.321928,152.906678,-149.58475,260.844891,2.173707,7852.213631,0.583333,7,0.009259,1,0.990741,107,0.416667,5,0.875,0.583333,0.7,0.690425,0.956019,0.736276,0.658333,0.037963,0.962037,0.341667,0.6661,0.658333,0.652742,0.620779,0.884221,0.595701,0.652742,0.658333,0.885,0,0.859375,0,859.375,0,66829,6854107,797467,82.5,20.333333,'Number of leaves: 37\nSize of the tree: 73\n',73,37,37
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 10',-217733168393644444,20180206.0412,1080,120,80,40,0,66.666667,33.333333,0,0.62963,0.078429,0.224875,43.571928,74.95834,398.631371,12992.429617,-12593.798246,3.321928,108.270247,-104.948319,260.382862,2.169857,7838.305171,1,12,0.027778,3,0.972222,105,0,0,0.8,1,0.888889,0.881917,0.990741,0.857143,0.666667,0.037037,0.962963,0.333333,0.677674,0.666667,0.662664,0.631731,0.910147,0.65245,0.662664,0.666667,0.902,0.001,0.890625,0,890.625,0,65461,6854107,797467,87.5,23.416667,'Number of leaves: 35\nSize of the tree: 69\n',69,35,35
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,80,40,0,66.666667,33.333333,0,0.62963,0.073447,0.214153,40.80373,71.384323,398.631371,12980.807779,-12582.176408,3.321928,108.173398,-104.85147,272.442528,2.270354,8201.337289,0.833333,10,0.037037,4,0.962963,104,0.166667,2,0.714286,0.833333,0.769231,0.74415,0.982639,0.856385,0.666667,0.037037,0.962963,0.333333,0.690482,0.666667,0.668839,0.637758,0.911227,0.671697,0.668839,0.666667,0.82,0,0.8125,0,812.5,0,60673,6854107,797467,87.5,22.333333,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,76,44,0,63.333333,36.666667,0,0.592593,0.081213,0.223923,45.118289,74.641094,398.631371,10855.652882,-10457.021511,3.321928,90.463774,-87.141846,258.138367,2.151153,7770.739135,0.75,9,0.018519,2,0.981481,106,0.25,3,0.818182,0.75,0.782609,0.760495,0.913966,0.684577,0.633333,0.040741,0.959259,0.366667,0.643567,0.633333,0.630966,0.595033,0.904051,0.654672,0.630966,0.633333,0.847,0.001,0.84375,0,843.75,0,59305,6854107,797467,86.666667,23.666667,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,88,32,0,73.333333,26.666667,0,0.703704,0.069646,0.201462,38.692496,67.154025,398.631371,8692.451908,-8293.820537,3.321928,72.437099,-69.115171,280.587846,2.338232,8446.535799,0.583333,7,0.027778,3,0.972222,105,0.416667,5,0.7,0.583333,0.636364,0.603023,0.900463,0.563333,0.733333,0.02963,0.97037,0.266667,0.794524,0.733333,0.727995,0.719382,0.919869,0.68945,0.727995,0.733333,0.929,0,0.890625,0,890.625,0,57937,6854107,797467,90,23.416667,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,81,39,0,67.5,32.5,0,0.638889,0.080802,0.215044,44.890062,71.681226,398.631371,8707.348357,-8308.716986,3.321928,72.561236,-69.239308,263.259024,2.193825,7924.886289,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.987654,0.865238,0.675,0.036111,0.963889,0.325,0.687313,0.675,0.673251,0.642178,0.915779,0.663355,0.673251,0.675,0.881,0.001,0.84375,0,843.75,0,56569,6854107,797467,91.666667,27,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,84,36,0,70,30,0,0.666667,0.075174,0.210905,41.763294,70.301752,398.631371,4430.492188,-4031.860817,3.321928,36.920768,-33.59884,271.575018,2.263125,8175.222644,0.916667,11,0.046296,5,0.953704,103,0.083333,1,0.6875,0.916667,0.785714,0.768122,0.974151,0.68284,0.7,0.033333,0.966667,0.3,0.699776,0.7,0.691584,0.663606,0.929051,0.654668,0.691584,0.7,0.855,0,0.8125,0,812.5,0,57253,6854107,797467,90.833333,25.666667,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,80,40,0,66.666667,33.333333,0,0.62963,0.080328,0.219735,44.626676,73.244942,398.631371,8708.806422,-8310.175051,3.321928,72.573387,-69.251459,262.98845,2.19157,7916.741194,0.833333,10,0.037037,4,0.962963,104,0.166667,2,0.714286,0.833333,0.769231,0.74415,0.969136,0.675238,0.666667,0.037037,0.962963,0.333333,0.702998,0.666667,0.668546,0.641414,0.914892,0.639616,0.668546,0.666667,0.753,0,0.75,0,750,0,55885,6854107,797467,90.833333,24.5,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,89,31,0,74.166667,25.833333,0,0.712963,0.069629,0.193011,38.682783,64.337034,398.631371,3330.395056,-2931.763685,3.321928,27.753292,-24.431364,285.191747,2.376598,8585.127037,0.833333,10,0.027778,3,0.972222,105,0.166667,2,0.769231,0.833333,0.8,0.777561,0.969136,0.716271,0.741667,0.028704,0.971296,0.258333,0.757539,0.741667,0.737367,0.716334,0.951505,0.769669,0.737367,0.741667,0.755,0,0.75,0,750,0,56569,6854107,797467,95,25.583333,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,82,38,0,68.333333,31.666667,0,0.648148,0.080123,0.224159,44.512859,74.719728,398.631371,7656.385506,-7257.754135,3.321928,63.803213,-60.481284,259.736669,2.164472,7818.852832,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.828704,0.642593,0.683333,0.035185,0.964815,0.316667,0.705581,0.683333,0.680213,0.653911,0.90787,0.610017,0.680213,0.683333,0.725,0.001,0.71875,0,718.75,0,57253,6854107,797467,88.333333,26.083333,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.079415,0.21763,44.119585,72.543212,398.631371,10853.914919,-10455.283547,3.321928,90.449291,-87.127363,262.604276,2.188369,7905.17642,0.666667,8,0.027778,3,0.972222,105,0.333333,4,0.727273,0.666667,0.695652,0.66423,0.80787,0.581061,0.691667,0.034259,0.965741,0.308333,0.723886,0.691667,0.68548,0.664971,0.908449,0.658327,0.68548,0.691667,0.72,0.001,0.734375,0,734.375,0,57253,6854107,797467,87.5,24.25,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,76,44,0,63.333333,36.666667,0,0.592593,0.085258,0.23377,47.36534,77.923239,398.631371,6592.13859,-6193.507218,3.321928,54.934488,-51.61256,248.387739,2.069898,7477.216,1,12,0.037037,4,0.962963,104,0,0,0.75,1,0.857143,0.849837,0.981481,0.75,0.633333,0.040741,0.959259,0.366667,0.650746,0.633333,0.622135,0.593799,0.915818,0.612049,0.622135,0.633333,0.711,0.001,0.6875,0,687.5,0,57253,6854107,797467,90,24,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,78,42,0,65,35,0,0.611111,0.077857,0.214593,43.253636,71.531097,398.631371,10845.572261,-10446.940889,3.321928,90.379769,-87.057841,267.863977,2.2322,8063.509183,0.833333,10,0.037037,4,0.962963,104,0.166667,2,0.714286,0.833333,0.769231,0.74415,0.982639,0.856385,0.65,0.038889,0.961111,0.35,0.677258,0.65,0.651015,0.61971,0.913233,0.657453,0.651015,0.65,0.743,0,0.734375,0,734.375,0,58621,6854107,797467,89.166667,24.583333,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,77,43,0,64.166667,35.833333,0,0.601852,0.08067,0.220717,44.816718,73.572274,398.631371,5503.932346,-5105.300974,3.321928,45.866103,-42.544175,260.095871,2.167466,7829.665891,0.75,9,0.018519,2,0.981481,106,0.25,3,0.818182,0.75,0.782609,0.760495,0.913966,0.684577,0.641667,0.039815,0.960185,0.358333,0.649589,0.641667,0.638198,0.603217,0.918866,0.658292,0.638198,0.641667,0.772,0,0.734375,0,734.375,0,57937,6854107,797467,90.833333,24.583333,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.072482,0.205248,40.267682,68.415961,398.631371,8696.09909,-8297.467719,3.321928,72.467492,-69.145564,275.081648,2.292347,8280.782736,0.583333,7,0.027778,3,0.972222,105,0.416667,5,0.7,0.583333,0.636364,0.603023,0.900463,0.563333,0.716667,0.031481,0.968519,0.283333,0.768889,0.716667,0.712563,0.698128,0.918441,0.678622,0.712563,0.716667,0.795,0,0.796875,0,796.875,0,55885,6854107,797467,90.833333,24.583333,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,82,38,0,68.333333,31.666667,0,0.648148,0.080177,0.212816,44.54284,70.938673,398.631371,7635.170212,-7236.538841,3.321928,63.626418,-60.30449,264.911101,2.207593,7974.618753,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.987654,0.865238,0.683333,0.035185,0.964815,0.316667,0.697313,0.683333,0.683037,0.652442,0.919676,0.66647,0.683037,0.683333,0.806,0.001,0.8125,0,812.5,0,55885,6854107,797467,92.5,27.166667,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,85,35,0,70.833333,29.166667,0,0.675926,0.07708,0.212286,42.822251,70.761976,398.631371,4431.348695,-4032.717323,3.321928,36.927906,-33.605978,267.909835,2.232582,8064.889647,0.916667,11,0.046296,5,0.953704,103,0.083333,1,0.6875,0.916667,0.785714,0.768122,0.966049,0.65878,0.708333,0.032407,0.967593,0.291667,0.701233,0.708333,0.695593,0.669302,0.92554,0.636663,0.695593,0.708333,0.811,0,0.796875,0,796.875,0,55201,6854107,797467,91.666667,26.333333,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.081021,0.219317,45.011707,73.105541,398.631371,7639.88692,-7241.255549,3.321928,63.665724,-60.343796,261.381883,2.178182,7868.378714,0.833333,10,0.037037,4,0.962963,104,0.166667,2,0.714286,0.833333,0.769231,0.74415,0.969136,0.675238,0.658333,0.037963,0.962037,0.341667,0.696007,0.658333,0.659502,0.632361,0.919059,0.63888,0.659502,0.658333,0.855,0,0.859375,0,859.375,0,54517,6854107,797467,91.666667,25,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,90,30,0,75,25,0,0.722222,0.069564,0.192345,38.646586,64.114909,398.631371,3329.835795,-2931.204423,3.321928,27.748632,-24.426704,285.409023,2.378409,8591.66769,0.833333,10,0.027778,3,0.972222,105,0.166667,2,0.769231,0.833333,0.8,0.777561,0.969136,0.716271,0.75,0.027778,0.972222,0.25,0.766597,0.75,0.747371,0.726491,0.948148,0.765843,0.747371,0.75,0.784,0.001,0.78125,0,781.25,0,55885,6854107,797467,95,25.583333,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,82,38,0,68.333333,31.666667,0,0.648148,0.080123,0.224159,44.512859,74.719728,398.631371,7656.385506,-7257.754135,3.321928,63.803213,-60.481284,259.736669,2.164472,7818.852832,0.666667,8,0.009259,1,0.990741,107,0.333333,4,0.888889,0.666667,0.761905,0.74878,0.828704,0.642593,0.683333,0.035185,0.964815,0.316667,0.705581,0.683333,0.680213,0.653911,0.90787,0.610017,0.680213,0.683333,0.738,0,0.71875,0,718.75,0,57253,6854107,797467,88.333333,26.083333,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,84,36,0,70,30,0,0.666667,0.078697,0.214467,43.720669,71.489102,398.631371,8710.786944,-8312.155573,3.321928,72.589891,-69.267963,265.493692,2.212447,7992.156481,0.666667,8,0.018519,2,0.981481,106,0.333333,4,0.8,0.666667,0.727273,0.703526,0.913194,0.669956,0.7,0.033333,0.966667,0.3,0.717433,0.7,0.694581,0.670044,0.919252,0.671061,0.694581,0.7,0.726,0,0.6875,0,687.5,0,56569,6854107,797467,88.333333,24.666667,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 20',-217733168393644444,20180206.0413,1080,120,76,44,0,63.333333,36.666667,0,0.592593,0.085258,0.23377,47.36534,77.923239,398.631371,6592.13859,-6193.507218,3.321928,54.934488,-51.61256,248.387739,2.069898,7477.216,1,12,0.037037,4,0.962963,104,0,0,0.75,1,0.857143,0.849837,0.981481,0.75,0.633333,0.040741,0.959259,0.366667,0.650746,0.633333,0.622135,0.593799,0.915818,0.612049,0.622135,0.633333,0.713,0.001,0.703125,0,703.125,0,57253,6854107,797467,90,24,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,80,40,0,66.666667,33.333333,0,0.62963,0.073447,0.214153,40.80373,71.384323,398.631371,12980.807779,-12582.176408,3.321928,108.173398,-104.85147,272.442528,2.270354,8201.337289,0.833333,10,0.037037,4,0.962963,104,0.166667,2,0.714286,0.833333,0.769231,0.74415,0.982639,0.856385,0.666667,0.037037,0.962963,0.333333,0.690482,0.666667,0.668839,0.637758,0.911227,0.671697,0.668839,0.666667,0.821,0,0.8125,0,812.5,0,60673,6854107,797467,87.5,22.333333,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-U -M 20',-217733168393644444,20180206.0413,1080,120,76,44,0,63.333333,36.666667,0,0.592593,0.081213,0.223923,45.118289,74.641094,398.631371,10855.652882,-10457.021511,3.321928,90.463774,-87.141846,258.138367,2.151153,7770.739135,0.75,9,0.018519,2,0.981481,106,0.25,3,0.818182,0.75,0.782609,0.760495,0.913966,0.684577,0.633333,0.040741,0.959259,0.366667,0.643567,0.633333,0.630966,0.595033,0.904051,0.654672,0.630966,0.633333,0.878,0,0.875,0,875,0,59305,6854107,797467,86.666667,23.666667,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
