@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 153\nSize of the tree: 305\n','Number of leaves: 157\nSize of the tree: 313\n','Number of leaves: 150\nSize of the tree: 299\n','Number of leaves: 152\nSize of the tree: 303\n','Number of leaves: 151\nSize of the tree: 301\n','Number of leaves: 139\nSize of the tree: 277\n','Number of leaves: 155\nSize of the tree: 309\n','Number of leaves: 156\nSize of the tree: 311\n','Number of leaves: 138\nSize of the tree: 275\n','Number of leaves: 140\nSize of the tree: 279\n','Number of leaves: 131\nSize of the tree: 261\n','Number of leaves: 136\nSize of the tree: 271\n','Number of leaves: 134\nSize of the tree: 267\n','Number of leaves: 143\nSize of the tree: 285\n','Number of leaves: 114\nSize of the tree: 227\n','Number of leaves: 106\nSize of the tree: 211\n','Number of leaves: 108\nSize of the tree: 215\n','Number of leaves: 104\nSize of the tree: 207\n','Number of leaves: 96\nSize of the tree: 191\n','Number of leaves: 109\nSize of the tree: 217\n','Number of leaves: 105\nSize of the tree: 209\n','Number of leaves: 101\nSize of the tree: 201\n','Number of leaves: 95\nSize of the tree: 189\n','Number of leaves: 88\nSize of the tree: 175\n','Number of leaves: 98\nSize of the tree: 195\n','Number of leaves: 97\nSize of the tree: 193\n','Number of leaves: 94\nSize of the tree: 187\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 73\nSize of the tree: 145\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 63\nSize of the tree: 125\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 19\nSize of the tree: 37\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,87,33,0,72.5,27.5,0,0.694444,0.057294,0.223601,31.830247,74.533617,398.631371,21544.733,-21146.101629,3.321928,179.539442,-176.217514,284.295271,2.369127,8558.140429,0.583333,7,0.037037,4,0.962963,104,0.416667,5,0.636364,0.583333,0.608696,0.567964,0.763503,0.45,0.725,0.030556,0.969444,0.275,0.732442,0.725,0.721553,0.695658,0.882485,0.637256,0.721553,0.725,1.273,0.001,1.234375,0,1234.375,0,101713,6854107,797467,77.5,12.583333,'Number of leaves: 88\nSize of the tree: 175\n',175,88,88
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.058088,0.225671,32.271052,75.223575,398.631371,26892.707209,-26494.075838,3.321928,224.105893,-220.783965,282.601852,2.355015,8507.163434,0.75,9,0.046296,5,0.953704,103,0.25,3,0.642857,0.75,0.692308,0.657621,0.853781,0.626515,0.716667,0.031481,0.968519,0.283333,0.720567,0.716667,0.705436,0.682481,0.86713,0.619908,0.705436,0.716667,1.224,0,1.203125,0,1203.125,0,108553,6854107,797467,74.166667,12,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,87,33,0,72.5,27.5,0,0.694444,0.058492,0.228928,32.495383,76.30942,398.631371,26894.606919,-26495.975548,3.321928,224.121724,-220.799796,282.92181,2.357682,8516.795121,0.916667,11,0.046296,5,0.953704,103,0.083333,1,0.6875,0.916667,0.785714,0.768122,0.941744,0.82702,0.725,0.030556,0.969444,0.275,0.728402,0.725,0.720032,0.693734,0.866898,0.603424,0.720032,0.725,1.22,0.001,1.1875,0,1187.5,0,107869,6854107,797467,74.166667,11.166667,'Number of leaves: 97\nSize of the tree: 193\n',193,97,97
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.070612,0.252275,39.229057,84.091814,398.631371,32265.402782,-31866.771411,3.321928,268.878357,-265.556428,257.163248,2.143027,7741.385128,0.75,9,0.064815,7,0.935185,101,0.25,3,0.5625,0.75,0.642857,0.604691,0.906636,0.560185,0.658333,0.037963,0.962037,0.341667,0.685388,0.658333,0.660019,0.62914,0.841821,0.57053,0.660019,0.658333,1.226,0,1.203125,0,1203.125,0,101713,6854107,797467,71.666667,12.166667,'Number of leaves: 88\nSize of the tree: 175\n',175,88,88
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,93,27,0,77.5,22.5,0,0.75,0.048323,0.206336,26.845925,68.778508,398.631371,24721.565251,-24322.933879,3.321928,206.013044,-202.691116,304.696161,2.539135,9172.26841,0.75,9,0.018519,2,0.981481,106,0.25,3,0.818182,0.75,0.782609,0.760495,0.837963,0.638636,0.775,0.025,0.975,0.225,0.779068,0.775,0.774523,0.751104,0.878356,0.658447,0.774523,0.775,1.424,0,1.421875,0,1421.875,0,107869,6854107,797467,79.166667,12.583333,'Number of leaves: 97\nSize of the tree: 193\n',193,97,97
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,85,35,0,70.833333,29.166667,0,0.675926,0.060825,0.233999,33.791725,77.999684,398.631371,24765.133914,-24366.502543,3.321928,206.376116,-203.054188,277.380983,2.311508,8349.999622,0.5,6,0.027778,3,0.972222,105,0.5,6,0.666667,0.5,0.571429,0.537856,0.789738,0.531781,0.708333,0.032407,0.967593,0.291667,0.709799,0.708333,0.702722,0.674316,0.871991,0.571315,0.702722,0.708333,1.307,0.001,1.296875,0,1296.875,0,105817,6854107,797467,73.333333,12.083333,'Number of leaves: 94\nSize of the tree: 187\n',187,94,94
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,81,39,0,67.5,32.5,0,0.638889,0.067947,0.245919,37.748151,81.972999,398.631371,32267.905785,-31869.274413,3.321928,268.899215,-265.577287,261.450214,2.178752,7870.435671,0.666667,8,0.055556,6,0.944444,102,0.333333,4,0.571429,0.666667,0.615385,0.571092,0.831404,0.539848,0.675,0.036111,0.963889,0.325,0.700333,0.675,0.674459,0.64661,0.842824,0.556741,0.674459,0.675,1.324,0.001,1.28125,0,1281.25,0,110605,6854107,797467,70.833333,12.916667,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.061412,0.231866,34.117998,77.288824,398.631371,34383.70025,-33985.068879,3.321928,286.530835,-283.208907,276.004409,2.300037,8308.560608,1,12,0.064815,7,0.935185,101,0,0,0.631579,1,0.774194,0.768533,0.981481,0.8,0.716667,0.031481,0.968519,0.283333,0.732622,0.716667,0.712656,0.688629,0.842631,0.578245,0.712656,0.716667,1.349,0.001,1.34375,0,1343.75,0,106501,6854107,797467,71.666667,11.583333,'Number of leaves: 95\nSize of the tree: 189\n',189,95,95
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.058508,0.231393,32.504266,77.131028,398.631371,30097.213422,-29698.582051,3.321928,250.810112,-247.488184,279.761289,2.331344,8421.653975,0.666667,8,0.018519,2,0.981481,106,0.333333,4,0.8,0.666667,0.727273,0.703526,0.807099,0.566667,0.716667,0.031481,0.968519,0.283333,0.752012,0.716667,0.723182,0.698637,0.860764,0.619389,0.723182,0.716667,1.468,0,1.4375,0,1437.5,0,119497,6854107,797467,74.166667,11.166667,'Number of leaves: 114\nSize of the tree: 227\n',227,114,114
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,89,31,0,74.166667,25.833333,0,0.712963,0.05289,0.21543,29.383304,71.810103,398.631371,27942.490682,-27543.859311,3.321928,232.854089,-229.532161,294.269767,2.452248,8858.40268,0.75,9,0,0,1,108,0.25,3,1,0.75,0.857143,0.854242,0.905864,0.85,0.741667,0.028704,0.971296,0.258333,0.762527,0.741667,0.747208,0.721474,0.870795,0.64904,0.747208,0.741667,1.34,0,1.328125,0,1328.125,0,114025,6854107,797467,76.666667,11.416667,'Number of leaves: 106\nSize of the tree: 211\n',211,106,106
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,87,33,0,72.5,27.5,0,0.694444,0.054987,0.223717,30.548274,74.572329,398.631371,31161.005074,-30762.373703,3.321928,259.675042,-256.353114,286.383995,2.386533,8621.01728,0.583333,7,0.037037,4,0.962963,104,0.416667,5,0.636364,0.583333,0.608696,0.567964,0.773148,0.45,0.725,0.030556,0.969444,0.275,0.746437,0.725,0.725737,0.701293,0.859105,0.63619,0.725737,0.725,1.311,0,1.28125,0,1281.25,0,115393,6854107,797467,75,11.25,'Number of leaves: 108\nSize of the tree: 215\n',215,108,108
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,85,35,0,70.833333,29.166667,0,0.675926,0.058483,0.228046,32.490771,76.015296,398.631371,29032.473579,-28633.842207,3.321928,241.93728,-238.615352,281.822605,2.348522,8483.70575,0.666667,8,0.046296,5,0.953704,103,0.333333,4,0.615385,0.666667,0.64,0.598811,0.85108,0.598942,0.708333,0.032407,0.967593,0.291667,0.710677,0.708333,0.698451,0.673271,0.862153,0.617686,0.698451,0.708333,1.335,0.001,1.296875,0,1296.875,0,112657,6854107,797467,74.166667,11.916667,'Number of leaves: 104\nSize of the tree: 207\n',207,104,104
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,87,33,0,72.5,27.5,0,0.694444,0.05724,0.228992,31.799918,76.33078,398.631371,29029.246532,-28630.615161,3.321928,241.910388,-238.58846,284.120528,2.367671,8552.880117,0.916667,11,0.046296,5,0.953704,103,0.083333,1,0.6875,0.916667,0.785714,0.768122,0.941744,0.82702,0.725,0.030556,0.969444,0.275,0.728402,0.725,0.720032,0.693734,0.862191,0.599219,0.720032,0.725,1.398,0,1.359375,0,1359.375,0,112657,6854107,797467,74.166667,11.083333,'Number of leaves: 104\nSize of the tree: 207\n',207,104,104
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.069707,0.252143,38.725926,84.047817,398.631371,32264.535819,-31865.904447,3.321928,268.871132,-265.549204,257.981903,2.149849,7766.029127,0.75,9,0.064815,7,0.935185,101,0.25,3,0.5625,0.75,0.642857,0.604691,0.909336,0.560185,0.658333,0.037963,0.962037,0.341667,0.685388,0.658333,0.660019,0.62914,0.844715,0.573275,0.660019,0.658333,1.549,0.001,1.34375,0,1343.75,0,107185,6854107,797467,71.666667,11.416667,'Number of leaves: 96\nSize of the tree: 191\n',191,96,96
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,93,27,0,77.5,22.5,0,0.75,0.046276,0.206847,25.708618,68.948834,398.631371,26854.962406,-26456.331035,3.321928,223.791353,-220.469425,306.820686,2.556839,9236.222968,0.75,9,0.018519,2,0.981481,106,0.25,3,0.818182,0.75,0.782609,0.760495,0.847222,0.638636,0.775,0.025,0.975,0.225,0.779068,0.775,0.774523,0.751104,0.87662,0.651681,0.774523,0.775,1.584,0.001,1.53125,0,1531.25,0,116077,6854107,797467,79.166667,11.5,'Number of leaves: 109\nSize of the tree: 217\n',217,109,109
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,83,37,0,69.166667,30.833333,0,0.657407,0.062599,0.237786,34.777486,79.262136,398.631371,31177.747893,-30779.116522,3.321928,259.814566,-256.492638,274.387105,2.286559,8259.874895,0.5,6,0.027778,3,0.972222,105,0.5,6,0.666667,0.5,0.571429,0.537856,0.738812,0.490476,0.691667,0.034259,0.965741,0.308333,0.695201,0.691667,0.685264,0.656094,0.854591,0.557322,0.685264,0.691667,1.78,0.001,1.640625,0,1640.625,0,113341,6854107,797467,73.333333,12.416667,'Number of leaves: 105\nSize of the tree: 209\n',209,105,105
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.069407,0.250893,38.559337,83.630927,398.631371,34410.05155,-34011.420179,3.321928,286.75043,-283.428501,258.825286,2.156877,7791.417467,0.666667,8,0.055556,6,0.944444,102,0.333333,4,0.571429,0.666667,0.615385,0.571092,0.829475,0.538695,0.658333,0.037963,0.962037,0.341667,0.68476,0.658333,0.657127,0.628143,0.836497,0.544273,0.657127,0.658333,1.572,0.001,1.546875,0,1546.875,0,116077,6854107,797467,69.166667,11.416667,'Number of leaves: 109\nSize of the tree: 217\n',217,109,109
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.0409,1080,120,84,36,0,70,30,0,0.666667,0.061725,0.234214,34.291447,78.071428,398.631371,35454.460682,-35055.829311,3.321928,295.453839,-292.131911,274.686536,2.289054,8268.888661,0.916667,11,0.064815,7,0.935185,101,0.083333,1,0.611111,0.916667,0.733333,0.715699,0.929784,0.678571,0.7,0.033333,0.966667,0.3,0.719736,0.7,0.697887,0.671988,0.841011,0.565005,0.697887,0.7,1.654,0,1.59375,0,1593.75,0,116077,6854107,797467,71.666667,11.583333,'Number of leaves: 109\nSize of the tree: 217\n',217,109,109
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.0409,1080,120,88,32,0,73.333333,26.666667,0,0.703704,0.05701,0.225197,31.672149,75.065582,398.631371,25813.672578,-25415.041206,3.321928,215.113938,-211.79201,285.065908,2.375549,8581.338916,0.75,9,0.027778,3,0.972222,105,0.25,3,0.75,0.75,0.75,0.722222,0.842593,0.566667,0.733333,0.02963,0.97037,0.266667,0.75927,0.733333,0.737265,0.713229,0.872724,0.627269,0.737265,0.733333,1.699,0.001,1.640625,0,1640.625,0,110605,6854107,797467,75.833333,11.5,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,88,32,0,73.333333,26.666667,0,0.703704,0.055903,0.219005,31.057333,73.001711,398.631371,25813.176127,-25414.544756,3.321928,215.109801,-211.787873,289.593228,2.413277,8717.624807,0.75,9,0,0,1,108,0.25,3,1,0.75,0.857143,0.854242,0.946759,0.889912,0.733333,0.02963,0.97037,0.266667,0.753235,0.733333,0.738023,0.711595,0.869946,0.638701,0.738023,0.733333,1.755,0.001,1.71875,0,1718.75,0,106501,6854107,797467,75.833333,12.083333,'Number of leaves: 95\nSize of the tree: 189\n',189,95,95
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,87,33,0,72.5,27.5,0,0.694444,0.057294,0.223601,31.830247,74.533617,398.631371,21544.733,-21146.101629,3.321928,179.539442,-176.217514,284.295271,2.369127,8558.140429,0.583333,7,0.037037,4,0.962963,104,0.416667,5,0.636364,0.583333,0.608696,0.567964,0.763503,0.45,0.725,0.030556,0.969444,0.275,0.732442,0.725,0.721553,0.695658,0.882485,0.637256,0.721553,0.725,1.74,0,1.65625,0,1656.25,0,101713,6854107,797467,77.5,12.583333,'Number of leaves: 88\nSize of the tree: 175\n',175,88,88
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.058088,0.225671,32.271052,75.223575,398.631371,26892.707209,-26494.075838,3.321928,224.105893,-220.783965,282.601852,2.355015,8507.163434,0.75,9,0.046296,5,0.953704,103,0.25,3,0.642857,0.75,0.692308,0.657621,0.853781,0.626515,0.716667,0.031481,0.968519,0.283333,0.720567,0.716667,0.705436,0.682481,0.86713,0.619908,0.705436,0.716667,1.66,0.001,1.5625,0,1562.5,0,108553,6854107,797467,74.166667,12,'Number of leaves: 98\nSize of the tree: 195\n',195,98,98
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,87,33,0,72.5,27.5,0,0.694444,0.058492,0.228928,32.495383,76.30942,398.631371,26894.606919,-26495.975548,3.321928,224.121724,-220.799796,282.92181,2.357682,8516.795121,0.916667,11,0.046296,5,0.953704,103,0.083333,1,0.6875,0.916667,0.785714,0.768122,0.941744,0.82702,0.725,0.030556,0.969444,0.275,0.728402,0.725,0.720032,0.693734,0.866898,0.603424,0.720032,0.725,1.666,0.001,1.46875,0,1468.75,0,107869,6854107,797467,74.166667,11.166667,'Number of leaves: 97\nSize of the tree: 193\n',193,97,97
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,79,41,0,65.833333,34.166667,0,0.62037,0.070612,0.252275,39.229057,84.091814,398.631371,32265.402782,-31866.771411,3.321928,268.878357,-265.556428,257.163248,2.143027,7741.385128,0.75,9,0.064815,7,0.935185,101,0.25,3,0.5625,0.75,0.642857,0.604691,0.906636,0.560185,0.658333,0.037963,0.962037,0.341667,0.685388,0.658333,0.660019,0.62914,0.841821,0.57053,0.660019,0.658333,1.451,0,1.421875,0,1421.875,0,101713,6854107,797467,71.666667,12.166667,'Number of leaves: 88\nSize of the tree: 175\n',175,88,88
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,93,27,0,77.5,22.5,0,0.75,0.048323,0.206336,26.845925,68.778508,398.631371,24721.565251,-24322.933879,3.321928,206.013044,-202.691116,304.696161,2.539135,9172.26841,0.75,9,0.018519,2,0.981481,106,0.25,3,0.818182,0.75,0.782609,0.760495,0.837963,0.638636,0.775,0.025,0.975,0.225,0.779068,0.775,0.774523,0.751104,0.878356,0.658447,0.774523,0.775,1.631,0,1.59375,0,1593.75,0,107869,6854107,797467,79.166667,12.583333,'Number of leaves: 97\nSize of the tree: 193\n',193,97,97
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,85,35,0,70.833333,29.166667,0,0.675926,0.060825,0.233999,33.791725,77.999684,398.631371,24765.133914,-24366.502543,3.321928,206.376116,-203.054188,277.380983,2.311508,8349.999622,0.5,6,0.027778,3,0.972222,105,0.5,6,0.666667,0.5,0.571429,0.537856,0.789738,0.531781,0.708333,0.032407,0.967593,0.291667,0.709799,0.708333,0.702722,0.674316,0.871991,0.571315,0.702722,0.708333,1.727,0.001,1.5625,0,1562.5,0,105817,6854107,797467,73.333333,12.083333,'Number of leaves: 94\nSize of the tree: 187\n',187,94,94
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,81,39,0,67.5,32.5,0,0.638889,0.067947,0.245919,37.748151,81.972999,398.631371,32267.905785,-31869.274413,3.321928,268.899215,-265.577287,261.450214,2.178752,7870.435671,0.666667,8,0.055556,6,0.944444,102,0.333333,4,0.571429,0.666667,0.615385,0.571092,0.831404,0.539848,0.675,0.036111,0.963889,0.325,0.700333,0.675,0.674459,0.64661,0.842824,0.556741,0.674459,0.675,1.807,0,1.609375,0,1609.375,0,110605,6854107,797467,70.833333,12.916667,'Number of leaves: 101\nSize of the tree: 201\n',201,101,101
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20180206.041,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.061412,0.231866,34.117998,77.288824,398.631371,34383.70025,-33985.068879,3.321928,286.530835,-283.208907,276.004409,2.300037,8308.560608,1,12,0.064815,7,0.935185,101,0,0,0.631579,1,0.774194,0.768533,0.981481,0.8,0.716667,0.031481,0.968519,0.283333,0.732622,0.716667,0.712656,0.688629,0.842631,0.578245,0.712656,0.716667,1.693,0,1.625,0,1625,0,106501,6854107,797467,71.666667,11.583333,'Number of leaves: 95\nSize of the tree: 189\n',189,95,95
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,1,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.041,1080,120,86,34,0,71.666667,28.333333,0,0.685185,0.058508,0.231393,32.504266,77.131028,398.631371,30097.213422,-29698.582051,3.321928,250.810112,-247.488184,279.761289,2.331344,8421.653975,0.666667,8,0.018519,2,0.981481,106,0.333333,4,0.8,0.666667,0.727273,0.703526,0.807099,0.566667,0.716667,0.031481,0.968519,0.283333,0.752012,0.716667,0.723182,0.698637,0.860764,0.619389,0.723182,0.716667,1.799,0.001,1.71875,0,1718.75,0,119497,6854107,797467,74.166667,11.166667,'Number of leaves: 114\nSize of the tree: 227\n',227,114,114
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,2,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.041,1080,120,89,31,0,74.166667,25.833333,0,0.712963,0.05289,0.21543,29.383304,71.810103,398.631371,27942.490682,-27543.859311,3.321928,232.854089,-229.532161,294.269767,2.452248,8858.40268,0.75,9,0,0,1,108,0.25,3,1,0.75,0.857143,0.854242,0.905864,0.85,0.741667,0.028704,0.971296,0.258333,0.762527,0.741667,0.747208,0.721474,0.870795,0.64904,0.747208,0.741667,1.985,0.001,1.859375,0,1859.375,0,114025,6854107,797467,76.666667,11.416667,'Number of leaves: 106\nSize of the tree: 211\n',211,106,106
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,3,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.041,1080,120,87,33,0,72.5,27.5,0,0.694444,0.054987,0.223717,30.548274,74.572329,398.631371,31161.005074,-30762.373703,3.321928,259.675042,-256.353114,286.383995,2.386533,8621.01728,0.583333,7,0.037037,4,0.962963,104,0.416667,5,0.636364,0.583333,0.608696,0.567964,0.773148,0.45,0.725,0.030556,0.969444,0.275,0.746437,0.725,0.725737,0.701293,0.859105,0.63619,0.725737,0.725,1.655,0.001,1.578125,0,1578.125,0,115393,6854107,797467,75,11.25,'Number of leaves: 108\nSize of the tree: 215\n',215,108,108
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,4,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.041,1080,120,85,35,0,70.833333,29.166667,0,0.675926,0.058483,0.228046,32.490771,76.015296,398.631371,29032.473579,-28633.842207,3.321928,241.93728,-238.615352,281.822605,2.348522,8483.70575,0.666667,8,0.046296,5,0.953704,103,0.333333,4,0.615385,0.666667,0.64,0.598811,0.85108,0.598942,0.708333,0.032407,0.967593,0.291667,0.710677,0.708333,0.698451,0.673271,0.862153,0.617686,0.698451,0.708333,1.63,0.001,1.484375,0,1484.375,0,112657,6854107,797467,74.166667,11.916667,'Number of leaves: 104\nSize of the tree: 207\n',207,104,104
fashion_mnist_train-weka.filters.supervised.instance.Resample-B0.0-S1567573-Z2.0-no-replacement,1,5,weka.classifiers.trees.J48,'-U -M 2',-217733168393644444,20180206.041,1080,120,87,33,0,72.5,27.5,0,0.694444,0.05724,0.228992,31.799918,76.33078,398.631371,29029.246532,-28630.615161,3.321928,241.910388,-238.58846,284.120528,2.367671,8552.880117,0.916667,11,0.046296,5,0.953704,103,0.083333,1,0.6875,0.916667,0.785714,0.768122,0.941744,0.82702,0.725,0.030556,0.969444,0.275,0.728402,0.725,0.720032,0.693734,0.862191,0.599219,0.720032,0.725,1.295,0.001,1.28125,0,1281.25,0,112657,6854107,797467,74.166667,11.083333,'Number of leaves: 104\nSize of the tree: 207\n',207,104,104
